,Unnamed: 0,links,names,ratings,price for two,cuisine,Location,area,area_list,cuisine_list
101,111,https://www.zomato.com/bangalore/geometry-gastropub-new-bel-road-bangalore/info,Geometry Gastropub,4.4,"₹1,600 for two",continental north indian chinese mughlai biryani desserts beverages,New BEL Road,newbelroad,New BEL Road,"Continental, North Indian, Chinese, Mughlai, Biryani, Desserts, Beverages"
102,112,https://www.zomato.com/bangalore/plan-b-koramangala-7th-block-bangalore/info,Plan B,4.0,"₹1,600 for two",american continental burger pizza tex-mex fast food,Koramangala 7th Block,koramangala,Koramangala,"American, Continental, Burger, Pizza, Tex-Mex, Fast Food"
103,113,https://www.zomato.com/bangalore/the-soda-factory-nagarbhavi-bangalore/info,The Soda Factory,4.3,"₹1,100 for two",north indian chinese pasta pizza fast food biryani desserts beverages,Nagarbhavi,nagarbhavi,Nagarbhavi,"North Indian, Chinese, Pasta, Pizza, Fast Food, Biryani, Desserts, Beverages"
104,114,https://www.zomato.com/bangalore/the-groot-jakkur-bangalore/info,The Groot,3.8,"₹1,000 for two",italian north indian chinese burger pasta pizza salad desserts,Bhartiya Mall of Bengaluru,bhartiyacity,Bhartiya City,"Italian, North Indian, Chinese, Burger, Pasta, Pizza, Salad, Desserts"
105,115,https://www.zomato.com/bangalore/the-pump-house-1-jp-nagar-bangalore/info,The Pump House,4.4,"₹2,500 for two",continental chinese north indian italian asian salad pizza desserts,JP Nagar,jpnagar,JP Nagar,"Continental, Chinese, North Indian, Italian, Asian, Salad, Pizza, Desserts"
106,116,https://www.zomato.com/bangalore/sashay-taproom-kitchen-whitefield-bangalore/info,Sashay-Taproom Kitchen,4.8,"₹2,000 for two",asian modern indian continental sushi north indian chinese desserts beverages,Whitefield,whitefield,Whitefield,"Asian, Modern Indian, Continental, Sushi, North Indian, Chinese, Desserts, Beverages"
107,117,https://www.zomato.com/bangalore/toca-koramangala-5th-block-bangalore/info,Toca,4.2,"₹1,400 for two",chinese fast food steak pasta asian biryani desserts,Koramangala 5th Block,koramangala,Koramangala,"Chinese, Fast Food, Steak, Pasta, Asian, Biryani, Desserts"
108,118,https://www.zomato.com/bangalore/levels-pub-kitchen-jp-nagar-bangalore/info,Levels Pub & Kitchen,4.4,"₹1,700 for two",asian south indian north indian,JP Nagar,jpnagar,JP Nagar,"Asian, South Indian, North Indian"
109,119,https://www.zomato.com/bangalore/badmaash-lavelle-road-bangalore/info,Badmaash,4.3,"₹1,800 for two",north indian south indian mughlai kebab chinese biryani desserts,UB City,ashoknagar,Ashok Nagar,"North Indian, South Indian, Mughlai, Kebab, Chinese, Biryani, Desserts"
110,120,https://www.zomato.com/bangalore/brooks-and-bonds-brewery-koramangala-5th-block-bangalore/info,Brooks And Bonds Brewery,4.2,"₹2,000 for two",continental american north indian italian fast food beverages desserts,Koramangala 5th Block,koramangala,Koramangala,"Continental, American, North Indian, Italian, Fast Food, Beverages, Desserts"
111,121,https://www.zomato.com/bangalore/flechazo-1-marathahalli-bangalore/info,Flechazo,4.3,"₹1,000 for two",north indian chinese pizza continental fast food desserts shake beverages,Marathahalli,marathahalli,Marathahalli,"North Indian, Chinese, Pizza, Continental, Fast Food, Desserts, Shake, Beverages"
112,122,https://www.zomato.com/bangalore/bologna-indiranagar-bangalore/info,Bologna,4.8,"₹1,500 for two",italian pasta pizza desserts,Indiranagar,indiranagar,Indiranagar,"Italian, Pasta, Pizza, Desserts"
113,123,https://www.zomato.com/bangalore/tim-hortons-koramangala-8th-block-bangalore/info,Tim Hortons,4.2,"₹1,000 for two",coffee cafe continental sandwich fast food salad beverages desserts,Koramangala 8th Block,koramangala,Koramangala,"Coffee, Cafe, Continental, Sandwich, Fast Food, Salad, Beverages, Desserts"
114,124,https://www.zomato.com/bangalore/daysie-all-day-casual-bar-mg-road-bangalore/info,Daysie - All Day Casual Bar,4.4,"₹1,300 for two",north indian italian continental asian chinese bar food desserts,MG Road,mgroad,MG Road,"North Indian, Italian, Continental, Asian, Chinese, Bar Food, Desserts"
115,125,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info,The Reservoire,4.4,"₹2,000 for two",north indian biryani asian italian continental bar food desserts beverages,Koramangala 5th Block,koramangala,Koramangala,"North Indian, Biryani, Asian, Italian, Continental, Bar Food, Desserts, Beverages"
116,126,https://www.zomato.com/bangalore/yuki-indiranagar-bangalore/info,Yuki,4.5,"₹1,600 for two",asian japanese sushi thai chinese salad desserts,Indiranagar,indiranagar,Indiranagar,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts"
117,127,https://www.zomato.com/bangalore/communiti-brigade-road-bangalore/info,Communiti,4.5,"₹1,800 for two",american continental european italian oriental burger beverages,Brigade Road,brigaderoad,Brigade Road,"American, Continental, European, Italian, Oriental, Burger, Beverages"
118,128,https://www.zomato.com/bangalore/full-circle-rajarajeshwari-nagar-bangalore/info,Full Circle,4.1,"₹1,504 for two",north indian,Rajarajeshwari Nagar,rajarajeshwarinagar,Rajarajeshwari Nagar,North Indian
119,129,https://www.zomato.com/bangalore/barrys-sky-lounge-kalyan-nagar-bangalore/info,Barrys Sky Lounge,4.3,"₹1,000 for two",chinese north indian oriental mughlai biryani,Kalyan Nagar,kalyannagar,Kalyan Nagar,"Chinese, North Indian, Oriental, Mughlai, Biryani"
120,130,https://www.zomato.com/bangalore/grazers-resto-bar-jayanagar-bangalore/info,Grazers Resto - Bar,4.2,"₹1,200 for two",north indian salad continental burger pizza fast food asian bar food,Jayanagar,jayanagar,Jayanagar,"North Indian, Salad, Continental, Burger, Pizza, Fast Food, Asian, Bar Food"
121,131,https://www.zomato.com/bangalore/house-of-commons-hsr-bangalore/info,House Of Commons,4.5,"₹1,200 for two",bar food fast food north indian continental seafood italian chinese desserts,HSR,hsr,HSR,"Bar Food, Fast Food, North Indian, Continental, Seafood, Italian, Chinese, Desserts"
122,132,https://www.zomato.com/bangalore/dobaraa-kr-puram-bangalore/info,Dobaraa,4.3,"₹1,200 for two",continental north indian salad desserts,"Phoenix Marketcity Bangalore, Whitefield",whitefield,Whitefield,"Continental, North Indian, Salad, Desserts"
123,133,https://www.zomato.com/bangalore/proxy-marathahalli-bangalore/info,Proxy,4.4,"₹1,200 for two",finger food street food pasta bar food desserts,Marathahalli,marathahalli,Marathahalli,"Finger Food, Street Food, Pasta, Bar Food, Desserts"
124,134,https://www.zomato.com/bangalore/backstreet-brewery-sarjapur-road-bangalore/info,Backstreet Brewery,4.4,"₹1,800 for two",italian bar food pizza north indian asian desserts beverages,Sarjapur Road,sarjapur,Sarjapur,"Italian, Bar Food, Pizza, North Indian, Asian, Desserts, Beverages"
125,135,https://www.zomato.com/bangalore/horizon-1-malleshwaram-bangalore/info,Horizon,4.5,"₹3,000 for two",chinese japanese asian salad thai desserts beverages,World Trade Center,malleshwaram,Malleshwaram,"Chinese, Japanese, Asian, Salad, Thai, Desserts, Beverages"
126,136,https://www.zomato.com/bangalore/gillys-restobar-bannerghatta-road-bangalore/info,Gilly's Restobar,4.3,"₹2,000 for two",north indian european bar food italian fast food desserts beverages,Bannerghatta Road,bannerghatta,Bannerghatta,"North Indian, European, Bar Food, Italian, Fast Food, Desserts, Beverages"
127,137,https://www.zomato.com/bangalore/geist-brewing-co-old-madras-road-bangalore/info,Geist Brewing Co.,4.2,"₹1,700 for two",american pizza italian fast food north indian pasta desserts beverages,Old Madras Road,oldmadrasroad,Old Madras Road,"American, Pizza, Italian, Fast Food, North Indian, Pasta, Desserts, Beverages"
128,138,https://www.zomato.com/bangalore/chianti-kanakapura-road-bangalore/info,Chianti,4.9,"₹1,800 for two",italian pizza pasta desserts,"Forum Falcon City Mall, Kanakapura Roaad",kanakapura,Kanakapura,"Italian, Pizza, Pasta, Desserts"
129,139,https://www.zomato.com/bangalore/geist-brewing-co-jakkur-bangalore/info,Geist Brewing Co.,4.3,"₹1,800 for two",continental italian north indian south indian bar food beverages,Bhartiya Mall of Bengaluru,bhartiyacity,Bhartiya City,"Continental, Italian, North Indian, South Indian, Bar Food, Beverages"
130,140,https://www.zomato.com/bangalore/inanna-tap-room-bannerghatta-road-bangalore/info,Inanna Tap Room,4.3,"₹2,000 for two",chinese north indian burger pizza italian desserts,Bannerghatta Road,bannerghatta,Bannerghatta,"Chinese, North Indian, Burger, Pizza, Italian, Desserts"
131,141,https://www.zomato.com/bangalore/you-mee-malleshwaram-bangalore/info,You Mee,4.4,"₹2,200 for two",asian sushi japanese chinese desserts beverages,"Orion Mall, Malleshwaram",malleshwaram,Malleshwaram,"Asian, Sushi, Japanese, Chinese, Desserts, Beverages"
132,142,https://www.zomato.com/bangalore/ishaara-kr-puram-bangalore/info,Ishaara,4.5,"₹2,500 for two",north indian mughlai kebab biryani,"Phoenix Marketcity Bangalore, Whitefield",whitefield,Whitefield,"North Indian, Mughlai, Kebab, Biryani"
133,143,https://www.zomato.com/bangalore/feast-sheraton-grand-bengaluru-whitefield-hotel-convention-centre-whitefield-bangalore/info,Feast - Sheraton Grand Bengaluru Whitefield Hotel & Convention Centre,4.3,"₹3,500 for two",continental south indian north indian desserts beverages,"Sheraton Grand Bengaluru, Whitefield",whitefield,Whitefield,"Continental, South Indian, North Indian, Desserts, Beverages"
134,144,https://www.zomato.com/bangalore/jw-kitchen-jw-marriott-bengaluru-lavelle-road/info,JW Kitchen - JW Marriott Bengaluru,4.2,"₹5,000 for two",north indian continental mughlai beverages desserts,"JW Marriott Bengaluru, Lavelle Road",lavelleroad,Lavelle Road,"North Indian, Continental, Mughlai, Beverages, Desserts"
135,145,https://www.zomato.com/bangalore/chilis-american-grill-bar-rajajinagar-bangalore/info,Chili's American Grill & Bar,4.3,"₹1,800 for two",continental mexican american italian desserts beverages,"Orion Mall, Malleshwaram",malleshwaram,Malleshwaram,"Continental, Mexican, American, Italian, Desserts, Beverages"
136,146,https://www.zomato.com/bangalore/suku-japanese-and-thai-restaurant-hsr-bangalore/info,Suku Japanese And Thai Restaurant,4.7,₹800 for two,japanese thai sushi salad desserts beverages,HSR,hsr,HSR,"Japanese, Thai, Sushi, Salad, Desserts, Beverages"
137,147,https://www.zomato.com/bangalore/abs-absolute-barbecues-marathahalli/info,AB's - Absolute Barbecues,4.5,"₹1,850 for two",biryani bbq kebab north indian desserts,Marathahalli,marathahalli,Marathahalli,"Biryani, BBQ, Kebab, North Indian, Desserts"
138,148,https://www.zomato.com/bangalore/north-star-cafe-hsr-bangalore/info,North Star Cafe,4.2,₹800 for two,cafe bakery beverages desserts continental healthy food,HSR,hsr,HSR,"Cafe, Bakery, Beverages, Desserts, Continental, Healthy Food"
139,149,https://www.zomato.com/bangalore/shelby-rooftop-taproom-kitchen-nagarbhavi-bangalore/info,Shelby Rooftop Taproom & Kitchen,4.2,"₹1,400 for two",asian north indian,Nagarbhavi,nagarbhavi,Nagarbhavi,"Asian, North Indian"
140,150,https://www.zomato.com/bangalore/pincode-24-bar-bistro-hebbal-bangalore/info,Pincode 24 Bar & Bistro,New,"₹1,000 for two",bar food continental north indian burger sandwich panini beverages,Hebbal,hebbal,Hebbal,"Bar Food, Continental, North Indian, Burger, Sandwich, Panini, Beverages"
141,151,https://www.zomato.com/bangalore/hangover-brewery-koramangala-7th-block-bangalore/info,Hangover Brewery,4.0,"₹2,000 for two",continental north indian chinese finger food burger pizza desserts,Koramangala 7th Block,koramangala,Koramangala,"Continental, North Indian, Chinese, Finger Food, Burger, Pizza, Desserts"
142,152,https://www.zomato.com/bangalore/the-irish-house-bellandur/info,The Irish House,4.2,"₹2,000 for two",european american italian bbq beverages desserts,"RMZ Ecoworld, Bellandur",bellandur,Bellandur,"European, American, Italian, BBQ, Beverages, Desserts"
143,153,https://www.zomato.com/bangalore/gatsby-bannerghatta-road-bangalore/info,Gatsby,4.4,"₹2,500 for two",finger food healthy food north indian asian sushi chinese south indian pizza,Bannerghatta Road,bannerghatta,Bannerghatta,"Finger Food, Healthy Food, North Indian, Asian, Sushi, Chinese, South Indian, Pizza"
144,154,https://www.zomato.com/bangalore/the-13th-floor-mg-road-bangalore/info,The 13th Floor,4.3,"₹2,500 for two",north indian asian kebab chinese salad beverages desserts,Barton Centre,ashoknagar,Ashok Nagar,"North Indian, Asian, Kebab, Chinese, Salad, Beverages, Desserts"
145,155,https://www.zomato.com/bangalore/umbaa-pub-and-kitchen-1-itpl-main-road-whitefield-bangalore/info,Umbaa Pub And Kitchen,4.5,"₹1,500 for two",bar food north indian mughlai continental beverages,"ITPL Main Road, Whitefield",whitefield,Whitefield,"Bar Food, North Indian, Mughlai, Continental, Beverages"
146,156,https://www.zomato.com/bangalore/21st-amendment-gastrobar-indiranagar-bangalore/info,21st Amendment Gastrobar,4.3,"₹1,700 for two",north indian fast food chinese bar food sichuan beverages,Indiranagar,indiranagar,Indiranagar,"North Indian, Fast Food, Chinese, Bar Food, Sichuan, Beverages"
147,157,https://www.zomato.com/bangalore/foxtrot-marathahalli-bangalore/info,Foxtrot,4.2,"₹1,900 for two",north indian mughlai biryani desserts beverages,Marathahalli,marathahalli,Marathahalli,"North Indian, Mughlai, Biryani, Desserts, Beverages"
148,158,https://www.zomato.com/bangalore/public-the-rooftop-bar-and-kitchen-bannerghatta-road-bangalore/info,Public - The Rooftop Bar And Kitchen,4.1,"₹1,200 for two",north indian biryani oriental pizza continental,Bannerghatta Road,bannerghatta,Bannerghatta,"North Indian, Biryani, Oriental, Pizza, Continental"
149,159,https://www.zomato.com/bangalore/garden-city-beer-collective-yelahanka-bangalore/info,Garden City Beer Collective,4.3,"₹2,000 for two",pizza continental sushi asian south indian pasta desserts,Yelahanka,yelahanka,Yelahanka,"Pizza, Continental, Sushi, Asian, South Indian, Pasta, Desserts"
150,160,https://www.zomato.com/bangalore/masala-mandi-sarjapur-road-bangalore/info,Masala Mandi,4.3,"₹1,800 for two",north indian bbq biryani desserts beverages mughlai,Sarjapur Road,sarjapur,Sarjapur,"North Indian, BBQ, Biryani, Desserts, Beverages, Mughlai"
151,161,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-koramangala-7th-block-bangalore/info,Salt - Indian Restaurant Bar & Grill,4.7,"₹1,800 for two",north indian rolls mughlai seafood biryani kebab desserts beverages,"Nexus, Koramangala",koramangala,Koramangala,"North Indian, Rolls, Mughlai, Seafood, Biryani, Kebab, Desserts, Beverages"
152,162,https://www.zomato.com/bangalore/big-pitcher-sarjapur-road-bangalore/info,Big Pitcher,4.5,"₹1,800 for two",north indian continental mughlai chinese italian biryani desserts beverages,Sarjapur Road,sarjapur,Sarjapur,"North Indian, Continental, Mughlai, Chinese, Italian, Biryani, Desserts, Beverages"
153,163,https://www.zomato.com/bangalore/the-big-barbeque-marathahalli-bangalore/info,The Big Barbeque,4.4,"₹2,000 for two",bbq pizza north indian pasta desserts beverages,Marathahalli,marathahalli,Marathahalli,"BBQ, Pizza, North Indian, Pasta, Desserts, Beverages"
154,164,https://www.zomato.com/bangalore/elysium-by-stories-sarjapur-road-bangalore/info,Elysium By Stories,4.3,"₹1,600 for two",south indian north indian fast food oriental,Sarjapur Road,sarjapur,Sarjapur,"South Indian, North Indian, Fast Food, Oriental"
155,165,https://www.zomato.com/bangalore/stories-bar-kitchen-jp-nagar-bangalore/info,Stories Bar & Kitchen,4.3,"₹1,800 for two",bar food chinese north indian italian pizza seafood desserts,JP Nagar,jpnagar,JP Nagar,"Bar Food, Chinese, North Indian, Italian, Pizza, Seafood, Desserts"
156,166,https://www.zomato.com/bangalore/peepai-3-hebbal-bangalore/info,Peepai,4.5,"₹2,500 for two",north indian pizza chinese european bar food biryani desserts beverages,Hebbal,hebbal,Hebbal,"North Indian, Pizza, Chinese, European, Bar Food, Biryani, Desserts, Beverages"
157,167,https://www.zomato.com/bangalore/homiga-brigade-road-bangalore/info,Homiga,4.1,"₹1,500 for two",korean asian,Forum Rex Walk,ashoknagar,Ashok Nagar,"Korean, Asian"
158,169,https://www.zomato.com/bangalore/cha-cha-cha-dimsum-sushi-stir-fry-whitefield-bangalore/info,"Cha Cha Cha - Dimsum, Sushi, Stir Fry",4.2,"₹2,500 for two",asian chinese,"Phoenix Marketcity Bangalore, Whitefield",whitefield,Whitefield,"Asian, Chinese"
159,170,https://www.zomato.com/bangalore/bistro-claytopia-koramangala-1st-block/info,Bistro Claytopia,3.7,"₹1,100 for two",cafe american italian modern indian continental desserts beverages,Koramangala 1st Block,koramangala,Koramangala,"Cafe, American, Italian, Modern Indian, Continental, Desserts, Beverages"
160,171,https://www.zomato.com/bangalore/fennys-lounge-and-kitchen-koramangala-7th-block/info,Fenny's Lounge And Kitchen,4.5,"₹1,900 for two",mediterranean continental italian desserts beverages,Koramangala 7th Block,koramangala,Koramangala,"Mediterranean, Continental, Italian, Desserts, Beverages"
161,172,https://www.zomato.com/bangalore/the-hole-in-the-wall-cafe-koramangala-4th-block-bangalore/info,The Hole In The Wall Cafe,4.4,₹700 for two,cafe continental burger sandwich shake beverages desserts,Koramangala 4th Block,koramangala,Koramangala,"Cafe, Continental, Burger, Sandwich, Shake, Beverages, Desserts"
162,173,https://www.zomato.com/bangalore/windmills-1-whitefield-bangalore/info,Windmills,4.8,"₹3,500 for two",continental north indian mughlai kebab desserts,Craftworks,whitefield,Whitefield,"Continental, North Indian, Mughlai, Kebab, Desserts"
163,174,https://www.zomato.com/bangalore/bombay-adda-koramangala-7th-block-bangalore/info,Bombay Adda,4.2,"₹2,000 for two",continental north indian asian pizza fast food kebab desserts beverages,Koramangala 7th Block,koramangala,Koramangala,"Continental, North Indian, Asian, Pizza, Fast Food, Kebab, Desserts, Beverages"
164,175,https://www.zomato.com/bangalore/la-casa-brewery-and-kitchen-sarjapur-road-bangalore/info,La Casa Brewery And Kitchen,4.3,"₹2,000 for two",continental north indian mughlai chinese finger food steak desserts beverages,Sarjapur Road,sarjapur,Sarjapur,"Continental, North Indian, Mughlai, Chinese, Finger Food, Steak, Desserts, Beverages"
165,176,https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info,153 Biere Street,4.2,"₹2,000 for two",asian continental north indian malaysian italian desserts,Whitefield,whitefield,Whitefield,"Asian, Continental, North Indian, Malaysian, Italian, Desserts"
166,177,https://www.zomato.com/bangalore/ouro-brigade-road-bangalore/info,Ouro,New,"₹3,000 for two",european mexican desserts,Forum Rex Walk,ashoknagar,Ashok Nagar,"European, Mexican, Desserts"
167,178,https://www.zomato.com/bangalore/aromas-of-biryani-1-jayanagar-bangalore/info,Aromas Of Biryani,4.3,"₹1,000 for two",biryani north indian south indian,Jayanagar,jayanagar,Jayanagar,"Biryani, North Indian, South Indian"
168,179,https://www.zomato.com/bangalore/dishkeyaun-1-brigade-road-bangalore/info,Dishkeyaun,4.0,"₹2,000 for two",modern indian biryani desserts,Forum Rex Walk,ashoknagar,Ashok Nagar,"Modern Indian, Biryani, Desserts"
169,180,https://www.zomato.com/bangalore/asia-alive-doubletree-suites-by-hilton-sarjapur-road-bangalore/info,Asia Alive - DoubleTree Suites By Hilton,3.9,"₹3,500 for two",north indian south indian chinese thai italian burger sandwich beverages,"DoubleTree Suites By Hilton, Sarjapur",sarjapur,Sarjapur,"North Indian, South Indian, Chinese, Thai, Italian, Burger, Sandwich, Beverages"
170,181,https://www.zomato.com/bangalore/spettacolare-indiranagar-bangalore/info,Spettacolare,3.9,"₹1,000 for two",italian pizza pasta,Indiranagar,indiranagar,Indiranagar,"Italian, Pizza, Pasta"
171,182,https://www.zomato.com/bangalore/dyu-art-cafe-koramangala-8th-block-bangalore/info,Dyu Art Cafe,4.3,₹850 for two,cafe continental burger sandwich pizza fast food desserts beverages,Koramangala 8th Block,koramangala,Koramangala,"Cafe, Continental, Burger, Sandwich, Pizza, Fast Food, Desserts, Beverages"
172,183,https://www.zomato.com/bangalore/khmer-kitchen-jp-nagar-bangalore/info,Khmer Kitchen,4.6,"₹2,500 for two",chinese asian thai japanese,JP Nagar,jpnagar,JP Nagar,"Chinese, Asian, Thai, Japanese"
173,184,https://www.zomato.com/bangalore/aromas-hyderabad-house-marathahalli-bangalore/info,Aroma's Hyderabad House,4.2,₹950 for two,hyderabadi biryani north indian mughlai chinese seafood kebab beverages,Marathahalli,marathahalli,Marathahalli,"Hyderabadi, Biryani, North Indian, Mughlai, Chinese, Seafood, Kebab, Beverages"
174,185,https://www.zomato.com/bangalore/kathpals-bannerghatta-road-bangalore/info,Kathpal's,4.3,"₹1,000 for two",north indian chinese biryani street food desserts beverages,"Vega City, Bannerghatta Road",bannerghatta,Bannerghatta,"North Indian, Chinese, Biryani, Street Food, Desserts, Beverages"
175,186,https://www.zomato.com/bangalore/the-peak-2-sahakara-nagar-bangalore/info,The Peak,4.3,"₹1,000 for two",continental mangalorean,Sahakara Nagar,sahakaranagar,Sahakara Nagar,"Continental, Mangalorean"
176,187,https://www.zomato.com/bangalore/lord-of-the-drinks-1-whitefield-bangalore/info,Lord Of The Drinks,4.0,"₹1,700 for two",finger food continental european north indian italian asian sichuan,"Phoenix Marketcity Bangalore, Whitefield",whitefield,Whitefield,"Finger Food, Continental, European, North Indian, Italian, Asian, Sichuan"
177,188,https://www.zomato.com/bangalore/blink-by-zoca-whitefield-bangalore/info,Blink by Zoca,3.9,"₹1,500 for two",north indian chinese thai continental,Whitefield,whitefield,Whitefield,"North Indian, Chinese, Thai, Continental"
178,189,https://www.zomato.com/bangalore/thelagram-jp-nagar-bangalore/info,Thelagram,New,₹800 for two,north indian street food desserts beverages,JP Nagar,jpnagar,JP Nagar,"North Indian, Street Food, Desserts, Beverages"
179,190,https://www.zomato.com/ArborBrewIndia/info,Arbor Brewing Company,4.6,"₹1,800 for two",american continental fast food beverages,Brigade Road,brigaderoad,Brigade Road,"American, Continental, Fast Food, Beverages"
180,191,https://www.zomato.com/bangalore/toscano-varthur-main-road-whitefield-bangalore/info,Toscano,4.6,"₹1,800 for two",italian pizza pasta continental desserts steak seafood beverages,"Varthur Main Road, Whitefield",whitefield,Whitefield,"Italian, Pizza, Pasta, Continental, Desserts, Steak, Seafood, Beverages"
181,192,https://www.zomato.com/bangalore/paragon-restaurant-since-1939-st-marks-road-bangalore/info,Paragon Restaurant - Since 1939,4.0,"₹1,000 for two",kerala oriental south indian chinese seafood desserts beverages,1 Sobha,ashoknagar,Ashok Nagar,"Kerala, Oriental, South Indian, Chinese, Seafood, Desserts, Beverages"
182,193,https://www.zomato.com/bangalore/sstella-asian-kitchen-and-bar-bannerghatta-road-bangalore/info,Sstella Asian Kitchen And Bar,4.5,"₹1,000 for two",asian chinese desserts beverages,"Royal Meenakshi Mall, Bannerghatta Road",bannerghatta,Bannerghatta,"Asian, Chinese, Desserts, Beverages"
183,194,https://www.zomato.com/bangalore/shiro-lavelle-road/info,Shiro,4.1,"₹3,500 for two",japanese sushi asian desserts thai korean cantonese vietnamese,UB City,ashoknagar,Ashok Nagar,"Japanese, Sushi, Asian, Desserts, Thai, Korean, Cantonese, Vietnamese"
184,195,https://www.zomato.com/bangalore/vapour-brewpub-and-diner-sarjapur-road-bangalore/info,Vapour Brewpub And Diner,4.3,"₹2,200 for two",north indian continental italian european biryani salad desserts beverages,Sarjapur Road,sarjapur,Sarjapur,"North Indian, Continental, Italian, European, Biryani, Salad, Desserts, Beverages"
185,196,https://www.zomato.com/bangalore/154-breakfast-club-koramangala-4th-block-bangalore/info,154 Breakfast Club,3.9,"₹1,100 for two",burger cafe sandwich street food fast food pancake asian desserts,Koramangala 4th Block,koramangala,Koramangala,"Burger, Cafe, Sandwich, Street Food, Fast Food, Pancake, Asian, Desserts"
186,197,https://www.zomato.com/bangalore/1522-the-pub-jp-nagar-bangalore/info,1522 - The Pub,4.4,"₹1,800 for two",chinese north indian mughlai finger food seafood,JP Nagar,jpnagar,JP Nagar,"Chinese, North Indian, Mughlai, Finger Food, Seafood"
187,198,https://www.zomato.com/bangalore/we-neighborhood-brigade-road-bangalore/info,We: Neighborhood,4.4,"₹1,400 for two",european american north indian burger pizza desserts beverages,Brigade Road,brigaderoad,Brigade Road,"European, American, North Indian, Burger, Pizza, Desserts, Beverages"
188,199,https://www.zomato.com/bangalore/district-6-pub-brewery-kitchen-malleshwaram-bangalore/info,District 6 Pub Brewery & Kitchen,4.5,"₹2,500 for two",north indian pizza italian bar food continental asian desserts,Malleshwaram,malleshwaram,Malleshwaram,"North Indian, Pizza, Italian, Bar Food, Continental, Asian, Desserts"
189,200,https://www.zomato.com/bangalore/the-fishermans-wharf-sarjapur-road/info,The Fisherman's Wharf,4.1,"₹1,900 for two",north indian chinese seafood goan finger food continental desserts beverages,Sarjapur Road,sarjapur,Sarjapur,"North Indian, Chinese, Seafood, Goan, Finger Food, Continental, Desserts, Beverages"
190,201,https://www.zomato.com/bangalore/torye-drink-dine-dance-rajarajeshwari-nagar-bangalore/info,"Torye Drink, Dine & Dance",3.8,"₹2,000 for two",continental,Rajarajeshwari Nagar,rajarajeshwarinagar,Rajarajeshwari Nagar,Continental
191,202,https://www.zomato.com/bangalore/big-barrel-brewpub-rajarajeshwari-nagar-bangalore/info,Big Barrel BrewPub,4.3,"₹2,000 for two",chinese salad north indian oriental mexican italian continental beverages,Rajarajeshwari Nagar,rajarajeshwarinagar,Rajarajeshwari Nagar,"Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages"
192,203,https://www.zomato.com/bangalore/babylonia-global-food-cocktails-koramangala-7th-block-bangalore/info,Babylonia - Global Food & Cocktails,4.6,"₹1,500 for two",continental north indian asian italian mughlai mediterranean bar food desserts,Koramangala 7th Block,koramangala,Koramangala,"Continental, North Indian, Asian, Italian, Mughlai, Mediterranean, Bar Food, Desserts"
193,204,https://www.zomato.com/bangalore/bhola-blonde-indiranagar-bangalore/info,Bhola & Blonde,4.0,"₹1,900 for two",north indian lucknowi mughlai biryani fast food desserts,Indiranagar,indiranagar,Indiranagar,"North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts"
194,205,https://www.zomato.com/bangalore/monks-bar-social-1-btm-bangalore/info,Monk's Bar & Social,4.5,"₹1,000 for two",bar food south indian asian european italian north indian desserts beverages,BTM,btm,BTM,"Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages"
195,206,https://www.zomato.com/bangalore/sector-144-electronic-city-bangalore/info,Sector 144,4.4,"₹1,100 for two",north indian chinese kebab mughlai italian fast food desserts bar food,Electronic City,electroniccity,Electronic City,"North Indian, Chinese, Kebab, Mughlai, Italian, Fast Food, Desserts, Bar Food"
196,207,https://www.zomato.com/bangalore/conçu-indiranagar-bangalore/info,Conçu,4.4,₹500 for two,cafe fast food,Indiranagar,indiranagar,Indiranagar,"Cafe, Fast Food"
197,208,https://www.zomato.com/bangalore/lono-indiranagar-bangalore/info,Lono,4.2,"₹1,700 for two",chinese italian continental north indian seafood pizza pasta fast food,Indiranagar,indiranagar,Indiranagar,"Chinese, Italian, Continental, North Indian, Seafood, Pizza, Pasta, Fast Food"
198,209,https://www.zomato.com/bangalore/flyover-drinkery-hebbal-bangalore/info,Flyover Drinkery,4.4,"₹1,800 for two",bar food continental oriental asian pasta north indian south indian desserts,"Esteem Mall, Hebbal",hebbal,Hebbal,"Bar Food, Continental, Oriental, Asian, Pasta, North Indian, South Indian, Desserts"
199,210,https://www.zomato.com/bangalore/1947-rajarajeshwari-nagar/info,1947,3.6,"₹1,200 for two",north indian desserts beverages,Rajarajeshwari Nagar,rajarajeshwarinagar,Rajarajeshwari Nagar,"North Indian, Desserts, Beverages"
200,211,https://www.zomato.com/bangalore/rooftop-at-raw-koramangala-5th-block-bangalore/info,Rooftop at Raw,4.0,"₹1,200 for two",continental italian mexican pizza pasta beverages,Koramangala 5th Block,koramangala,Koramangala,"Continental, Italian, Mexican, Pizza, Pasta, Beverages"
